,year,state_code,dist_code,court_no,act_family,num_cases,median_decision_days,mean_decision_days,A_count,B_count,C_count,D_count,E_count
282,2014,1,26,17,NI,96,407.0,450.65625,34,56,5,1,0
283,2014,1,26,18,NI,252,466.5,601.6269841269841,84,123,44,1,0
284,2014,1,26,22,NI,230,461.0,589.4217391304347,94,97,37,2,0
285,2014,1,26,23,NI,318,394.5,594.6761006289308,147,118,51,2,0
286,2014,1,27,1,NI,3,472.0,565.3333333333334,1,2,0,0,0
287,2014,1,27,2,NI,437,530.0,675.8032036613272,76,276,84,1,0
288,2014,1,27,4,NI,174,766.0,802.6436781609195,24,105,42,3,0
289,2014,1,27,5,NI,235,398.0,455.663829787234,68,162,5,0,0
290,2014,1,27,6,NI,112,455.5,527.5357142857143,20,86,5,1,0
291,2014,1,27,7,NI,134,526.5,706.7686567164179,15,95,23,1,0
292,2014,1,27,8,NI,101,222.0,273.0792079207921,67,34,0,0,0
293,2014,1,27,9,NI,1,1399.0,1399.0,0,0,1,0,0
294,2014,1,27,10,NI,154,343.0,377.40909090909093,87,63,3,1,0
295,2014,1,27,11,NI,302,476.0,582.635761589404,109,152,40,1,0
296,2014,1,27,13,NI,2,455.5,455.5,1,1,0,0,0
297,2014,1,27,14,NI,208,608.0,763.3269230769231,59,96,41,12,0
298,2014,1,27,15,NI,50,783.0,791.04,2,44,4,0,0
299,2014,1,27,16,NI,49,470.0,527.9795918367347,10,35,4,0,0
300,2014,1,27,17,NI,58,548.5,542.1551724137931,11,45,2,0,0
301,2014,1,28,1,NI,73,561.0,540.7123287671233,29,39,5,0,0
302,2014,1,28,2,NI,701,683.0,725.1897289586306,205,333,161,2,0
303,2014,1,28,4,NI,52,282.5,436.3269230769231,29,19,3,1,0
304,2014,1,28,5,NI,25,658.0,577.76,8,15,2,0,0
305,2014,1,28,7,NI,28,374.0,512.2142857142857,12,14,2,0,0
306,2014,1,28,8,NI,38,634.5,709.6052631578947,12,18,8,0,0
307,2014,1,28,10,NI,94,615.0,609.9042553191489,35,46,13,0,0
308,2014,1,28,11,NI,4,464.0,542.5,0,4,0,0,0
309,2014,1,28,12,NI,1,1317.0,1317.0,0,0,1,0,0
310,2014,1,28,13,NI,2,904.5,904.5,1,0,1,0,0
311,2014,1,28,15,NI,21,460.0,634.047619047619,6,10,5,0,0
312,2014,1,28,16,NI,6,413.0,558.6666666666666,2,3,1,0,0
313,2014,1,29,1,NI,4,1245.0,1169.0,0,2,2,0,0
314,2014,1,29,2,NI,142,752.0,817.4929577464789,23,74,45,0,0
315,2014,1,29,4,NI,32,400.0,625.34375,15,11,6,0,0
316,2014,1,29,5,NI,56,490.5,543.6964285714286,21,30,5,0,0
317,2014,1,29,6,NI,2,1473.0,1473.0,0,0,2,0,0
318,2014,1,29,7,NI,60,448.0,547.1,28,25,7,0,0
319,2014,1,29,9,NI,39,649.0,597.0512820512821,11,24,3,1,0
320,2014,1,29,10,NI,64,592.0,577.171875,15,44,5,0,0
321,2014,1,29,11,NI,33,397.0,357.8181818181818,14,18,1,0,0
322,2014,1,29,13,NI,4,167.0,190.75,3,1,0,0,0
323,2014,1,29,15,NI,6,302.5,628.1666666666666,3,1,2,0,0
324,2014,1,30,2,NI,741,754.0,778.6113360323886,150,422,168,1,0
325,2014,1,30,4,NI,12,377.5,705.5,4,5,2,1,0
326,2014,1,30,5,NI,60,596.0,531.0,7,53,0,0,0
327,2014,1,30,7,NI,105,866.0,902.4095238095238,10,62,33,0,0
328,2014,1,30,8,NI,72,401.0,543.0972222222222,35,26,11,0,0
329,2014,1,30,9,NI,96,477.5,644.25,38,37,20,1,0
330,2014,1,30,10,NI,191,438.0,528.5183246073299,87,78,26,0,0
331,2014,1,30,12,NI,1,815.0,815.0,0,1,0,0,0
332,2014,1,30,13,NI,176,731.5,770.5113636363636,35,103,36,2,0
333,2014,1,30,14,NI,27,637.0,625.5925925925926,11,11,5,0,0
334,2014,1,30,18,NI,156,628.0,647.5320512820513,49,85,22,0,0
335,2014,1,30,19,NI,54,441.0,566.8518518518518,17,31,5,1,0
336,2014,1,30,20,NI,1,1459.0,1459.0,0,0,1,0,0
337,2014,1,30,21,NI,8,755.5,636.25,2,5,1,0,0
338,2014,1,31,1,NI,2,1061.5,1061.5,0,1,1,0,0
339,2014,1,31,2,NI,10,108.5,191.9,7,3,0,0,0
340,2014,1,31,3,NI,593,329.0,501.10286677908937,323,185,83,2,0
341,2014,1,31,4,NI,38,587.0,636.0526315789474,9,26,3,0,0
342,2014,1,31,5,NI,508,470.5,651.6712598425197,204,193,103,8,0
343,2014,1,31,8,NI,47,238.0,385.1276595744681,30,12,4,1,0
344,2014,1,31,9,NI,80,660.0,802.6375,15,44,18,3,0
345,2014,1,31,10,NI,30,493.0,562.0,8,20,2,0,0
346,2014,1,31,11,NI,18,559.5,738.4444444444445,8,4,6,0,0
347,2014,1,31,12,NI,27,630.0,565.4444444444445,12,12,3,0,0
348,2014,1,31,13,NI,34,548.5,526.7647058823529,15,16,3,0,0
349,2014,1,31,14,NI,272,173.0,245.9485294117647,225,39,8,0,0
350,2014,1,31,15,NI,84,299.5,527.3333333333334,45,29,8,2,0
351,2014,1,31,16,NI,121,783.0,780.0,36,53,30,2,0
352,2014,1,32,1,NI,13,642.0,670.8461538461538,3,8,2,0,0
353,2014,1,32,2,NI,243,446.0,575.5884773662551,94,119,30,0,0
354,2014,1,32,4,NI,139,639.0,667.9280575539568,43,68,28,0,0
355,2014,1,32,5,NI,54,411.5,508.27777777777777,24,23,6,1,0
356,2014,1,32,6,NI,28,689.0,757.6785714285714,6,14,8,0,0
357,2014,1,32,7,NI,69,369.0,445.0,34,33,2,0,0
358,2014,1,32,8,NI,2,768.0,768.0,1,0,1,0,0
359,2014,1,32,9,NI,8,184.5,178.875,7,1,0,0,0
360,2014,1,32,10,NI,24,288.0,580.8333333333334,13,6,5,0,0
361,2014,1,32,11,NI,2,835.0,835.0,1,0,1,0,0
362,2014,1,33,1,NI,1,217.0,217.0,1,0,0,0,0
363,2014,1,33,2,NI,6,287.0,348.1666666666667,3,3,0,0,0
364,2014,1,33,4,NI,29,86.0,186.58620689655172,24,5,0,0,0
365,2014,1,33,5,NI,57,394.0,483.3157894736842,27,22,8,0,0
366,2014,1,33,6,NI,59,425.0,603.9661016949152,24,26,9,0,0
367,2014,1,33,7,NI,39,132.0,193.51282051282053,35,3,1,0,0
