,year,state_code,dist_code,court_no,total_judge_count,median_tenure,mean_tenure,weighted_mean_tenure,avg_daily_judge_count
2556,2018,12,8,2,4,806.5,807.0,840.1153846153846,1.9945205479452053
2557,2015,12,9,2,2,726.0,726.0,726.0,0.8602739726027397
2558,2016,12,9,2,2,726.0,726.0,726.0,2.0
2559,2017,12,9,2,4,988.5,988.5,953.9411764705883,1.9561643835616436
2560,2018,12,9,2,2,1251.0,1251.0,1251.0,2.0
2561,2013,12,10,2,1,1663.0,1663.0,1663.0,0.9972602739726028
2562,2014,12,10,2,2,1346.5,1346.5,1531.1822125813449,1.263013698630137
2563,2015,12,10,2,2,1346.5,1346.5,1346.5,2.0
2564,2016,12,10,2,2,1346.5,1346.5,1346.5,2.0
2565,2017,12,10,2,6,478.0,609.5,955.4167812929849,1.9917808219178081
2566,2018,12,10,2,4,625.5,625.5,512.2738589211618,1.9808219178082191
2567,2013,12,11,2,2,1670.0,1670.0,1670.0,1.9945205479452055
2568,2014,12,11,2,2,1670.0,1670.0,1670.0,2.0
2569,2015,12,11,2,2,1670.0,1670.0,1670.0,2.0
2570,2016,12,11,2,2,1670.0,1670.0,1670.0,2.0
2571,2017,12,11,2,7,474.0,747.5714285714286,959.6812865497074,2.8109589041095893
2572,2018,12,11,2,8,619.0,619.0,501.07968970380807,3.8849315068493153
2573,2015,12,11,5,1,343.0,343.0,343.0,0.4301369863013699
2574,2016,12,11,5,2,604.0,604.0,599.6978021978022,0.9972602739726028
2575,2017,12,11,5,2,531.5,531.5,666.1826923076923,1.4246575342465753
2576,2018,12,11,5,4,813.0,719.25,906.1792717086836,1.9561643835616436
2577,2013,12,12,2,1,2921.0,2921.0,2921.0,0.9972602739726028
2578,2014,12,12,2,1,2921.0,2921.0,2921.0,1.0
2579,2015,12,12,2,1,2921.0,2921.0,2921.0,1.0
2580,2016,12,12,2,2,1655.0,1655.0,2326.48427672956,1.3068493150684932
2581,2017,12,12,2,3,389.0,1126.3333333333333,1659.5633802816901,1.9452054794520548
2582,2018,12,12,2,1,2921.0,2921.0,2921.0,1.0
2583,2016,12,13,2,4,870.5,870.5,871.2535612535613,1.9232876712328766
2584,2017,12,13,2,4,870.5,870.5,870.5,4.0
2585,2018,12,13,2,8,809.0,814.0,862.0829817158931,3.895890410958904
2586,2013,12,14,2,2,921.5,921.5,921.4999999999999,1.9945205479452055
2587,2014,12,14,2,2,921.5,921.5,921.5,2.0
2588,2015,12,14,2,4,830.0,830.5,836.3208333333333,1.9726027397260273
2589,2016,12,14,2,2,739.5,739.5,739.5,2.0
2590,2017,12,14,2,5,1249.0,1047.8,1015.2295454545454,2.4109589041095894
2591,2018,12,14,2,3,1249.0,1253.3333333333333,1253.3333333333333,3.0
2592,2015,12,15,2,2,720.0,720.0,720.0,0.8328767123287671
2593,2016,12,15,2,2,720.0,720.0,720.0,2.0
2594,2017,12,15,2,5,1242.0,1035.6,997.929577464789,2.3342465753424655
2595,2018,12,15,2,3,1242.0,1246.0,1246.0,3.0
2596,2013,12,18,2,2,380.0,380.0,380.0,1.9945205479452055
2597,2014,12,18,2,6,380.0,550.0,467.6239316239315,1.923287671232877
2598,2015,12,18,2,2,1033.0,1033.0,1033.0,2.0
2599,2016,12,18,2,2,1033.0,1033.0,1033.0,2.0
2600,2017,12,18,2,4,1142.0,1142.0,1127.6498599439778,1.9561643835616436
2601,2018,12,18,2,2,1251.0,1251.0,1251.0,2.0
2602,2015,12,19,2,2,621.0,621.0,621.0,0.28493150684931506
2603,2016,12,19,2,2,621.0,621.0,621.0,2.0
2604,2017,12,19,2,6,482.0,526.6666666666666,534.6891891891893,2.838356164383561
2605,2018,12,19,2,8,627.5,627.0,514.7706043956044,3.9890410958904106
2606,2013,12,20,2,1,624.0,624.0,624.0,0.9972602739726028
2607,2014,12,20,2,2,457.5,457.5,538.1260744985673,0.9561643835616438
2608,2015,12,20,2,4,629.5,620.75,678.1641961231471,2.4027397260273973
2609,2016,12,20,2,3,725.0,730.6666666666666,730.6666666666666,3.0
2610,2017,12,20,2,8,629.5,588.25,955.5135869565219,2.0164383561643833
2611,2018,12,20,2,2,1242.0,1242.0,1242.0,2.0
2612,2016,12,21,2,2,843.0,843.0,843.0,0.8493150684931506
2613,2017,12,21,2,2,843.0,843.0,843.0,2.0
2614,2018,12,21,2,4,804.5,804.5,835.4509803921568,1.956164383561644
2615,2014,12,22,2,2,1123.0,1123.0,1123.0,1.0082191780821919
2616,2015,12,22,2,2,1123.0,1123.0,1123.0,2.0
2617,2016,12,22,2,2,1123.0,1123.0,1123.0,2.0
2618,2017,12,22,2,2,1123.0,1123.0,1123.0,1.1342465753424658
2619,2018,12,22,2,2,759.0,759.0,759.0,0.15342465753424658
2620,2013,13,1,2,1,303.0,303.0,303.0,0.7095890410958904
2621,2014,13,1,2,2,314.5,314.5,323.28296703296706,0.9972602739726028
2622,2015,13,1,2,3,326.0,269.3333333333333,302.7032967032967,0.9972602739726026
2623,2016,13,1,2,2,333.0,333.0,317.5378151260504,0.978082191780822
2624,2017,13,1,2,3,285.0,238.66666666666666,283.91483516483515,0.9972602739726028
2625,2018,13,1,2,2,666.5,666.5,784.0054945054945,0.9972602739726026
2626,2013,13,2,2,1,348.0,348.0,347.99999999999994,0.41643835616438357
2627,2014,13,2,2,3,139.0,197.66666666666666,248.63636363636363,0.9945205479452055
2628,2015,13,2,2,3,156.0,173.0,181.98071625344355,0.9945205479452055
2629,2016,13,2,2,2,324.0,324.0,344.98351648351655,0.9972602739726026
2630,2017,13,2,2,2,416.0,416.0,420.14364640883974,0.9917808219178081
2631,2018,13,2,2,2,652.5,652.5,596.4116022099448,0.9917808219178081
2632,2013,13,3,2,2,943.5,943.5,951.4505050505048,1.356164383561644
2633,2014,13,3,2,2,943.5,943.5,943.5,2.0
2634,2015,13,3,2,4,432.0,541.75,748.7309292649098,1.9753424657534246
2635,2016,13,3,2,7,260.0,310.2857142857143,500.35724137931027,1.9863013698630136
2636,2017,13,3,2,5,312.0,257.2,337.12292817679554,1.9835616438356167
2637,2018,13,3,2,7,170.0,269.0,508.8044077134986,1.989041095890411
2638,2016,13,4,2,2,116.5,116.5,122.99141630901289,0.6383561643835616
2639,2017,13,4,2,1,475.0,475.0,475.0,0.9917808219178083
2640,2018,13,4,2,3,475.0,485.6666666666667,538.7079889807163,0.9945205479452054
2641,2016,13,5,2,1,246.0,246.0,246.00000000000003,0.32054794520547947
2642,2017,13,5,2,2,297.5,297.5,312.6804407713499,0.9945205479452055
2643,2018,13,5,2,3,349.0,443.3333333333333,285.54269972451795,0.9945205479452055
2644,2015,13,6,2,2,203.0,203.0,199.3157894736842,0.7808219178082192
2645,2016,13,6,2,4,171.5,197.25,217.17948717948718,0.9616438356164383
2646,2017,13,6,2,2,353.0,353.0,380.6721763085399,0.9945205479452055
2647,2018,13,6,2,2,212.5,212.5,250.76923076923077,0.9972602739726029
2648,2014,13,7,2,1,593.0,593.0,593.0,0.7095890410958904
2649,2015,13,7,2,2,374.0,374.0,560.1500000000001,0.9863013698630138
2650,2016,13,7,2,2,362.5,362.5,424.80716253443524,0.9945205479452055
2651,2017,13,7,2,2,407.0,407.0,546.3899721448469,0.9835616438356165
2652,2018,13,7,2,2,560.5,560.5,498.59504132231405,0.9945205479452055
2653,2013,13,8,2,1,450.0,450.0,449.99999999999994,0.3095890410958904
2654,2014,13,8,2,2,301.5,301.5,430.97214484679665,0.9835616438356164
2655,2015,13,8,2,3,153.0,240.66666666666666,405.9504132231405,0.9945205479452055
2656,2016,13,8,2,2,428.5,428.5,542.7166666666666,0.9863013698630138
2657,2017,13,8,2,2,303.0,303.0,299.1873278236914,0.9945205479452055
2658,2018,13,8,2,3,311.0,396.3333333333333,272.19060773480663,0.9917808219178083
2659,2013,13,9,2,1,215.0,215.0,215.0,0.3150684931506849
2660,2014,13,9,2,2,241.0,241.0,252.85714285714286,0.9972602739726028
2661,2015,13,9,2,2,521.5,521.5,774.6016483516485,0.9972602739726028
2662,2016,13,9,2,1,776.0,776.0,776.0,1.0
2663,2017,13,9,2,7,61.0,162.85714285714286,186.69444444444446,0.9863013698630136
2664,2018,13,9,2,3,117.0,113.66666666666667,131.4498480243161,0.9013698630136987
2665,2013,13,10,2,1,185.0,185.0,185.0,0.5068493150684932
2666,2014,13,10,2,1,752.0,752.0,752.0,0.7095890410958904
2667,2015,13,10,2,3,752.0,541.6666666666666,649.3776881720429,2.0383561643835617
2668,2016,13,10,2,3,752.0,823.6666666666666,821.6978021978023,1.9945205479452055
2669,2017,13,10,2,3,752.0,670.6666666666666,746.5067064083457,1.8383561643835615
2670,2018,13,10,2,3,967.0,747.0,867.1895604395604,1.9945205479452055
2671,2013,13,10,9,1,791.0,791.0,791.0000000000001,0.37534246575342467
2672,2014,13,10,9,1,791.0,791.0,791.0,1.0
2673,2015,13,10,9,1,791.0,791.0,791.0,0.7890410958904109
2674,2015,13,11,2,1,340.0,340.0,340.0,0.7863013698630137
2675,2016,13,11,2,2,390.5,390.5,426.61095890410957,1.0
2676,2017,13,11,2,3,285.0,242.33333333333334,338.79614325068866,0.9945205479452055
2677,2018,13,11,2,3,116.0,138.66666666666666,153.5888888888889,0.4931506849315069
2678,2011,13,12,2,1,1195.0,1195.0,1195.0,0.9835616438356164
2679,2012,13,12,2,1,1195.0,1195.0,1195.0,1.0
2680,2013,13,12,2,1,1195.0,1195.0,1195.0,1.0
2681,2014,13,12,2,2,790.5,790.5,618.4198895027624,0.9917808219178081
2682,2015,13,12,2,2,557.0,557.0,607.6842105263157,0.989041095890411
2683,2016,13,12,2,1,728.0,728.0,728.0,1.0
2684,2017,13,12,2,4,118.5,252.25,352.0642458100559,0.9808219178082191
2685,2018,13,12,2,4,84.0,276.75,403.9807692307692,0.9972602739726028
2686,2015,13,13,2,1,629.0,629.0,629.0,0.6356164383561644
2687,2016,13,13,2,1,629.0,629.0,629.0,1.0
2688,2017,13,13,2,5,93.0,200.8,171.85714285714286,0.978082191780822
2689,2018,13,13,2,3,166.0,369.0,449.2060439560439,0.9972602739726029
2690,2014,13,14,2,1,838.0,838.0,838.0000000000001,0.7041095890410959
2691,2015,13,14,2,1,838.0,838.0,838.0,1.0
2692,2016,13,14,2,2,557.5,557.5,608.3598901098901,0.9972602739726028
2693,2017,13,14,2,2,281.5,281.5,282.8512396694215,0.9945205479452055
2694,2018,13,14,2,3,286.0,219.0,262.6346153846154,0.9972602739726029
2695,2011,13,15,2,1,1081.0,1081.0,1081.0,0.12602739726027398
2696,2012,13,15,2,1,1081.0,1081.0,1081.0,1.0
2697,2013,13,15,2,1,1081.0,1081.0,1081.0,1.0
2698,2014,13,15,2,1,1081.0,1081.0,1081.0,0.8301369863013699
2699,2015,13,15,2,1,387.0,387.0,387.0,0.7095890410958904
2700,2016,13,15,2,3,387.0,367.6666666666667,410.6767123287671,1.0
2701,2017,13,15,2,1,626.0,626.0,626.0,1.0
2702,2018,13,15,2,2,803.0,803.0,870.1717451523544,0.989041095890411
2703,2013,13,16,2,1,615.0,615.0,615.0,0.7041095890410959
2704,2014,13,16,2,1,615.0,615.0,615.0,0.9780821917808219
2705,2015,13,16,2,1,675.0,675.0,675.0,0.4958904109589041
2706,2016,13,16,2,1,675.0,675.0,675.0,1.0
2707,2017,13,16,2,2,512.0,512.0,463.0550964187327,0.9945205479452055
2708,2018,13,16,2,4,120.5,149.0,194.72144846796658,0.9835616438356164
2709,2014,13,17,2,1,386.0,386.0,386.0,0.7068493150684931
2710,2015,13,17,2,2,317.5,317.5,319.1572580645161,0.6794520547945206
2711,2016,13,17,2,2,306.5,306.5,323.76584022038566,0.9945205479452055
2712,2017,13,17,2,2,356.5,356.5,354.2479338842975,0.9945205479452055
2713,2018,13,17,2,2,666.0,666.0,787.9230769230769,0.9972602739726029
2714,2013,13,18,2,1,450.0,450.0,450.0,0.7123287671232876
2715,2014,13,18,2,3,450.0,430.6666666666667,448.808988764045,1.706849315068493
2716,2015,13,18,2,3,380.0,407.3333333333333,447.1144578313253,1.819178082191781
2717,2016,13,18,2,2,548.0,548.0,602.7520891364902,0.9835616438356165
2718,2017,13,18,2,1,716.0,716.0,716.0,1.0
2719,2018,13,18,2,5,236.0,387.0,360.0381944444445,1.5780821917808217
2720,2015,13,19,2,2,214.0,214.0,231.36184210526315,0.8328767123287671
2721,2016,13,19,2,3,305.0,667.0,799.9720670391063,0.9808219178082191
2722,2017,13,19,2,1,1611.0,1611.0,1611.0,1.0
2723,2018,13,19,2,1,1611.0,1611.0,1611.0,1.0
2724,2013,13,20,2,1,808.0,808.0,808.0,0.7095890410958904
2725,2014,13,20,2,1,808.0,808.0,808.0,1.0
2726,2015,13,20,2,2,518.5,518.5,520.8925619834711,0.9945205479452055
2727,2016,13,20,2,3,229.0,668.0,1153.5027624309391,0.9917808219178083
2728,2017,13,20,2,1,1697.0,1697.0,1697.0,1.0
2729,2018,13,20,2,1,1697.0,1697.0,1697.0,1.0
2730,2014,13,21,2,1,449.0,449.0,449.0,0.9424657534246575
2731,2015,13,21,2,2,444.0,444.0,441.8808864265928,0.989041095890411
2732,2016,13,21,2,2,321.0,321.0,320.35164835164835,0.9972602739726029
2733,2017,13,21,2,5,107.0,119.0,104.10803324099723,0.989041095890411
2734,2018,13,21,2,4,170.0,288.75,215.01652892561984,0.9945205479452054
2735,2013,13,22,2,1,468.0,468.0,468.0,0.36164383561643837
2736,2014,13,22,2,2,259.0,259.0,435.75757575757575,0.9945205479452055
2737,2015,13,22,2,3,112.0,279.0,432.3853503184713,0.8602739726027397
2738,2016,13,22,2,1,675.0,675.0,675.0,1.0
2739,2017,13,22,2,3,177.0,320.3333333333333,340.1790633608815,0.9945205479452055
2740,2018,13,22,2,4,169.5,288.0,210.02493074792244,0.989041095890411
2741,2013,13,23,2,1,133.0,133.0,133.0,0.07671232876712329
2742,2014,13,23,2,2,155.0,155.0,160.7153024911032,0.7698630136986302
2743,2015,13,23,2,2,736.5,736.5,675.2013574660633,1.2109589041095892
2744,2016,13,23,2,3,474.0,649.0,768.0479452054794,2.0
2745,2017,13,23,2,3,474.0,605.3333333333334,741.9492455418382,1.9972602739726029
2746,2018,13,23,2,5,855.0,636.0,705.9924924924924,1.8246575342465754
2747,2012,13,24,2,1,532.0,532.0,532.0,0.32602739726027397
2748,2013,13,24,2,1,532.0,532.0,532.0,1.0
2749,2014,13,24,2,2,294.0,294.0,273.2038834951456,0.2821917808219178
2750,2015,13,24,2,2,194.0,194.0,193.50387596899225,0.7068493150684931
2751,2016,13,24,2,2,295.0,295.0,305.84657534246577,1.0
2752,2017,13,24,2,3,264.0,207.0,265.3324175824176,0.9972602739726028
2753,2018,13,24,2,4,163.5,154.75,158.42582417582418,0.9972602739726029
2754,2014,13,25,2,1,1247.0,1247.0,1247.0,0.9972602739726028
2755,2015,13,25,2,1,1247.0,1247.0,1247.0,1.0
2756,2016,13,25,2,1,1247.0,1247.0,1247.0,1.0
2757,2017,13,25,2,2,900.0,900.0,840.8956043956043,0.9972602739726029
2758,2018,13,25,2,2,653.5,653.5,565.7707182320443,0.9917808219178081
2759,2013,13,26,2,1,1109.0,1109.0,1109.0,0.7068493150684931
2760,2014,13,26,2,1,1109.0,1109.0,1109.0,1.0
2761,2015,13,26,2,1,1109.0,1109.0,1109.0,1.0
2762,2016,13,26,2,2,824.0,824.0,731.676056338028,0.9726027397260274
2763,2017,13,26,2,2,847.5,847.5,640.9834710743801,0.9945205479452055
2764,2018,13,26,2,1,1156.0,1156.0,1156.0,1.0
2765,2016,13,27,2,1,156.0,156.0,156.0,0.4136986301369863
2766,2017,13,27,2,3,172.0,209.33333333333334,277.60881542699724,0.9945205479452054
2767,2018,13,27,2,3,172.0,385.0,446.83241758241763,0.9972602739726026
2768,2013,13,28,2,1,1484.0,1484.0,1484.0,0.7123287671232876
2769,2014,13,28,2,3,1484.0,1426.3333333333333,1433.3144796380093,2.421917808219178
2770,2015,13,28,2,3,1484.0,1426.3333333333333,1426.3333333333333,3.0
2771,2016,13,28,2,3,1484.0,1426.3333333333333,1426.3333333333333,3.0
2772,2017,13,28,2,5,1332.0,1153.8,1346.0119047619046,2.9917808219178084
2773,2018,13,28,2,5,967.0,840.6,903.8792314730101,2.9945205479452053
2774,2013,13,29,2,1,384.0,384.0,384.0,0.6465753424657534
2775,2014,13,29,2,2,296.0,296.0,280.87887323943664,0.9726027397260274
2776,2015,13,29,2,1,1024.0,1024.0,1024.0,0.4931506849315068
2777,2016,13,29,2,1,1024.0,1024.0,1024.0,1.0
2778,2017,13,29,2,1,1024.0,1024.0,1024.0,1.0
2779,2018,13,29,2,2,1002.5,1002.5,994.3038674033149,0.9917808219178081
2780,2014,13,31,2,1,510.0,510.0,510.00000000000006,0.8465753424657534
2781,2015,13,31,2,2,529.5,529.5,527.5123966942148,0.9945205479452055
2782,2016,13,31,2,1,549.0,549.0,549.0,1.0
2783,2017,13,31,2,3,549.0,411.6666666666667,398.0526315789473,0.989041095890411
2784,2018,13,31,2,2,652.0,652.0,563.9090909090909,0.9945205479452055
2785,2013,13,33,2,1,834.0,834.0,834.0,0.9972602739726028
2786,2014,13,33,2,1,834.0,834.0,834.0,1.0
2787,2015,13,33,2,2,610.0,610.0,514.707182320442,0.9917808219178081
2788,2016,13,33,2,2,319.0,319.0,298.8815426997245,0.9945205479452055
2789,2017,13,33,2,3,252.0,237.33333333333334,267.6022099447514,0.9917808219178083
2790,2018,13,33,2,4,135.0,288.0,446.0360110803324,0.989041095890411
2791,2013,13,34,2,1,286.0,286.0,286.0,0.0684931506849315
2792,2014,13,34,2,2,820.0,820.0,589.0413223140496,0.9945205479452055
2793,2015,13,34,2,2,935.0,935.0,1306.361757105943,1.0602739726027397
2794,2016,13,34,2,2,935.0,935.0,935.0,2.0
2795,2017,13,34,2,4,488.5,583.0,917.0631001371743,1.9972602739726026
2796,2018,13,34,2,8,90.0,272.0,488.9643835616438,2.0
2797,2016,13,35,2,3,278.0,204.66666666666666,292.4019851116625,1.104109589041096
2798,2017,13,35,2,5,278.0,464.6,596.4427586206897,1.9863013698630136
2799,2018,13,35,2,3,272.0,620.3333333333334,800.3627586206898,1.9863013698630136
2800,2013,13,36,2,1,222.0,222.0,222.0,0.6082191780821918
2801,2014,13,36,2,2,209.0,209.0,312.16932907348246,0.8575342465753424
2802,2015,13,36,2,3,240.0,250.66666666666666,270.9449035812672,0.9945205479452054
2803,2016,13,36,2,2,208.5,208.5,226.96694214876035,0.9945205479452055
2804,2017,13,36,2,4,210.0,203.0,170.90909090909093,0.9945205479452054
2805,2018,13,36,2,5,65.0,230.4,228.4487534626039,0.9890410958904109
2806,2012,13,38,2,1,1480.0,1480.0,1480.0,0.7041095890410959
2807,2013,13,38,2,1,1480.0,1480.0,1480.0,1.0
2808,2014,13,38,2,1,1480.0,1480.0,1480.0,1.0
2809,2015,13,38,2,1,1480.0,1480.0,1480.0,1.0
2810,2016,13,38,2,2,974.0,974.0,820.1205479452055,1.0
2811,2017,13,38,2,2,358.0,358.0,386.40659340659346,0.9972602739726026
2812,2018,13,38,2,3,248.0,410.3333333333333,746.717032967033,0.9972602739726028
2813,2014,13,39,2,1,397.0,397.0,397.0,0.863013698630137
2814,2015,13,39,2,3,199.0,219.66666666666666,223.0192926045016,0.852054794520548
2815,2016,13,39,2,2,373.0,373.0,507.48351648351655,0.7479452054794521
2816,2017,13,39,2,5,18.0,126.0,469.85955056179773,0.9753424657534248
2817,2018,13,39,2,3,79.0,124.33333333333333,198.84573002754823,0.9945205479452055
2818,2016,13,40,2,1,678.0,678.0,678.0,0.547945205479452
2819,2017,13,40,2,1,678.0,678.0,678.0,1.0
2820,2018,13,40,2,3,678.0,553.3333333333334,664.4435261707989,0.9945205479452055
2821,2013,13,41,2,1,1265.0,1265.0,1265.0000000000002,0.4547945205479452
2822,2014,13,41,2,1,1265.0,1265.0,1265.0,1.0
2823,2015,13,41,2,1,1265.0,1265.0,1265.0,1.0
2824,2016,13,41,2,1,1265.0,1265.0,1265.0,1.0
2825,2017,13,41,2,3,448.0,613.3333333333334,340.1955922865014,0.9945205479452055
2826,2018,13,41,2,5,111.0,266.0,344.20879120879124,0.9972602739726026
2827,2013,13,42,2,1,505.0,505.0,505.0,0.37534246575342467
2828,2014,13,42,2,1,505.0,505.0,505.0,1.0
2829,2015,13,42,2,2,490.5,490.5,476.2213740458015,0.7178082191780821
2830,2016,13,42,2,1,476.0,476.0,475.99999999999994,0.589041095890411
2831,2017,13,42,2,1,350.0,350.0,350.0,0.6493150684931507
2832,2018,13,42,2,2,666.5,666.5,788.2307692307693,0.9972602739726029
2833,2015,13,43,2,1,484.0,484.0,484.0,0.9835616438356164
2834,2016,13,43,2,3,272.0,289.3333333333333,295.4397759103641,0.978082191780822
2835,2017,13,43,2,3,272.0,199.0,301.56077348066293,0.9917808219178081
2836,2018,13,43,2,3,324.0,435.0,492.9226519337016,0.9917808219178083
2837,2015,13,44,2,1,379.0,379.0,378.99999999999994,0.7041095890410959
2838,2016,13,44,2,2,327.5,327.5,321.9889298892989,0.7424657534246575
2839,2017,13,44,2,2,362.5,362.5,388.93055555555554,0.9863013698630136
2840,2018,13,44,2,2,329.5,329.5,349.8543956043956,0.9972602739726029
2841,2015,13,45,2,1,668.0,668.0,668.0,0.4767123287671233
2842,2016,13,45,2,1,668.0,668.0,668.0,1.0
2843,2017,13,45,2,3,176.0,299.6666666666667,331.9469273743017,0.9808219178082191
2844,2018,13,45,2,5,49.0,72.6,158.49722222222226,0.9863013698630136
2845,2013,13,46,2,1,481.0,481.0,481.0,0.030136986301369864
2846,2014,13,46,2,1,481.0,481.0,481.0,1.0
2847,2015,13,46,2,2,395.0,395.0,371.7649122807017,0.7808219178082192
2848,2016,13,46,2,2,337.5,337.5,346.16712328767125,1.0
2849,2017,13,46,2,3,150.0,217.66666666666666,222.2554945054945,0.9972602739726028
2850,2018,13,46,2,4,118.5,295.25,422.1878453038674,0.9917808219178083
2851,2012,13,47,2,1,1199.0,1199.0,1199.0,0.7041095890410959
2852,2013,13,47,2,2,959.0,959.0,1000.6720257234726,1.7041095890410958
2853,2014,13,47,2,2,959.0,959.0,959.0,2.0
2854,2015,13,47,2,4,466.5,581.0,644.9247863247864,1.602739726027397
2855,2016,13,47,2,4,569.0,749.0,765.3461538461538,1.9945205479452055
2856,2017,13,47,2,4,569.0,791.5,922.4034766697163,2.9945205479452057
2857,2018,13,47,2,5,882.0,910.2,1028.2694444444444,2.958904109589041
2858,2014,13,47,8,1,491.0,491.0,491.0,0.9972602739726028
2859,2015,13,47,8,2,400.5,400.5,384.0454545454545,0.8438356164383563
2860,2016,13,47,8,3,207.0,225.33333333333334,238.76164383561644,1.0
2861,2017,13,47,8,2,304.0,304.0,347.5399449035813,0.9945205479452055
2862,2018,13,47,8,2,323.0,323.0,344.1735537190083,0.9945205479452055
2863,2013,13,48,2,1,750.0,750.0,750.0,0.9808219178082191
2864,2014,13,48,2,1,750.0,750.0,750.0,1.0
2865,2015,13,48,2,3,234.0,397.0,266.23478260869564,0.9452054794520548
2866,2016,13,48,2,2,405.0,405.0,469.52924791086343,0.9835616438356165
2867,2017,13,48,2,2,449.0,449.0,501.27522935779814,1.4931506849315068
2868,2018,13,48,2,6,157.5,163.5,202.47933884297518,1.989041095890411
2869,2014,13,48,9,1,265.0,265.0,265.0,0.7123287671232876
2870,2015,13,48,9,2,645.0,645.0,1008.5675675675675,0.5068493150684932
2871,2016,13,48,9,1,1025.0,1025.0,1025.0,1.0
2872,2017,13,48,9,1,1025.0,1025.0,1025.0,1.0
2873,2018,13,48,9,4,126.5,332.0,393.9226519337017,0.9917808219178083
2874,2012,13,48,11,1,1093.0,1093.0,1093.0,0.7068493150684931
2875,2013,13,48,11,1,1093.0,1093.0,1093.0,1.0
2876,2014,13,48,11,1,1093.0,1093.0,1093.0,1.0
2877,2015,13,48,11,2,884.0,884.0,827.5333333333333,0.7808219178082192
2878,2016,13,48,11,1,675.0,675.0,675.0,1.0
2879,2017,13,48,11,4,129.5,240.0,313.9944751381215,0.9917808219178083
2880,2018,13,48,11,4,130.5,118.75,130.6831955922865,0.9945205479452054
2881,2016,13,49,2,1,148.0,148.0,148.0,0.1589041095890411
2882,2017,13,49,2,3,148.0,260.6666666666667,279.3549222797928,1.0575342465753423
2883,2018,13,49,2,2,621.0,621.0,504.8666666666667,0.9863013698630136
2884,2011,13,50,2,1,897.0,897.0,897.0,0.3698630136986301
2885,2012,13,50,2,1,897.0,897.0,897.0,1.0
2886,2013,13,50,2,1,897.0,897.0,897.0,1.0
2887,2014,13,50,2,2,620.5,620.5,392.36734693877554,0.9397260273972603
2888,2015,13,50,2,3,344.0,505.0,835.2296918767507,0.9780821917808219
2889,2016,13,50,2,1,1101.0,1101.0,1101.0,1.0
2890,2017,13,50,2,1,1101.0,1101.0,1101.0,1.0
2891,2018,13,50,2,2,1042.0,1042.0,1019.3076923076923,0.9972602739726029
2892,2014,13,51,2,1,753.0,753.0,753.0,0.7123287671232876
2893,2015,13,51,2,1,753.0,753.0,753.0,1.0
2894,2016,13,51,2,3,166.0,334.6666666666667,352.9171270718232,0.9917808219178083
2895,2017,13,51,2,4,170.5,180.75,170.33055555555555,0.9863013698630136
2896,2018,13,51,2,2,239.0,239.0,244.03856749311294,0.9945205479452055
2897,2013,13,53,2,1,880.0,880.0,880.0,0.06027397260273973
2898,2014,13,53,2,1,880.0,880.0,880.0,1.0
2899,2015,13,53,2,2,541.5,541.5,764.6022727272727,1.2054794520547945
2900,2016,13,53,2,5,300.0,352.6,368.96137931034485,1.9863013698630136
2901,2017,13,53,2,5,300.0,262.2,274.5310650887574,1.8520547945205479
2902,2018,13,53,2,5,260.0,404.0,444.42520491803276,2.673972602739726
2903,2014,13,54,2,1,365.0,365.0,365.0,0.7123287671232876
2904,2015,13,54,2,2,494.0,494.0,548.6731301939058,0.989041095890411
2905,2016,13,54,2,1,623.0,623.0,623.0,1.0
2906,2017,13,54,2,2,286.5,286.5,336.7437325905292,0.9835616438356165
2907,2018,13,54,2,2,665.5,665.5,628.6236263736264,0.9972602739726029
2908,2014,13,55,2,1,446.0,446.0,446.0,0.9972602739726028
2909,2015,13,55,2,3,388.0,285.6666666666667,377.7872928176796,0.9917808219178081
2910,2016,13,55,2,2,387.5,387.5,387.3534246575342,1.0
2911,2017,13,55,2,2,356.5,356.5,351.2066115702479,0.9945205479452055
2912,2018,13,55,2,2,654.5,654.5,780.8461538461538,0.9972602739726029
2913,2014,13,56,2,1,746.0,746.0,746.0000000000001,0.7068493150684931
2914,2015,13,56,2,1,746.0,746.0,746.0,1.0
2915,2016,13,56,2,2,497.0,497.0,417.709497206704,0.9808219178082191
2916,2017,13,56,2,2,311.0,311.0,370.15,0.9863013698630136
2917,2018,13,56,2,4,156.0,177.75,210.37396121883657,0.9890410958904109
2918,2014,13,57,2,1,258.0,258.0,258.0,0.7041095890410959
2919,2015,13,57,2,3,316.0,415.3333333333333,513.5843520782397,1.1205479452054794
2920,2016,13,57,2,4,247.0,311.75,439.37945205479457,2.0
2921,2017,13,57,2,3,449.0,433.0,479.70623145400594,0.9232876712328768
2922,2018,13,57,2,3,449.0,530.0,476.34253246753246,1.6876712328767123
2923,2012,13,57,8,1,1091.0,1091.0,1091.0,0.7013698630136986
2924,2013,13,57,8,1,1091.0,1091.0,1091.0,1.0
2925,2014,13,57,8,1,1091.0,1091.0,1091.0,1.0
2926,2015,13,57,8,2,741.5,741.5,592.8176795580112,0.9917808219178081
2927,2016,13,57,8,3,283.0,252.0,277.8904109589041,1.0
2928,2017,13,57,8,2,314.5,314.5,323.3269230769231,0.9972602739726029
2929,2018,13,57,8,3,346.0,442.6666666666667,496.6280991735537,0.9945205479452055
2930,2012,13,58,2,1,1093.0,1093.0,1093.0,0.7068493150684931
